detector_combination,test_case_name,anomaly_case,precision,recall,f1,true_negative_rate,false_positive_rate,false_negative_rate,g_mean,tp,fp,fn,tn,positive_count,negative_count,predicted_positive_count
Sanity -> Z-score (>=5) -> IF,new_prices,decimal_shift,0.06145209674006398,1.0,0.11578873305502134,0.8280122714779375,0.17198772852206243,0.0,0.9099517962386455,4937,75402,0,363013,4937,438415,80339
Sanity -> Z-score (>=5) -> IF,new_prices,extreme_outlier,0.06170104183522324,1.0,0.11623053836053274,0.8280500461912202,0.17194995380877975,0.0,0.90997255243838,4957,75382,0,363013,4957,438395,80339
Sanity -> Z-score (>=5) -> IF,new_prices,list_price_violation,0.06131517693772638,1.0,0.11554565179147362,0.8279914968546573,0.17200850314534266,0.0,0.9099403809341892,4926,75413,0,363013,4926,438426,80339
Sanity -> Z-score (>=5) -> IF,new_prices,negative_price,0.062323404573121396,1.0,0.11733414571274577,0.8281444980551849,0.17185550194481516,0.0,0.9100244491524306,5007,75332,0,363013,5007,438345,80339
Sanity -> Z-score (>=5) -> IF,new_prices,price_drop,0.044225096155043005,0.7273285568065506,0.08338026846897588,0.8248762164541459,0.1751237835458541,0.2726714431934493,0.7745682849546848,3553,76786,1332,361681,4885,438467,80339
Sanity -> Z-score (>=5) -> IF,new_prices,price_noise,0.022367716800059747,0.37021013597033375,0.042186564623854075,0.8208840177150181,0.1791159822849819,0.6297898640296663,0.5512708806151027,1797,78542,3057,359956,4854,438498,80339
Sanity -> Z-score (>=5) -> IF,new_prices,price_spike,0.06028205479281545,0.9777912376337573,0.1135628194906908,0.8277915779917381,0.1722084220082619,0.022208762366242682,0.8996706906125944,4843,75496,110,362903,4953,438399,80339
Sanity -> Z-score (>=5) -> IF,new_prices,zero_price,0.06138986046627416,1.0,0.1156782493462021,0.8280028283381232,0.17199717166187675,0.0,0.9099466074106344,4932,75407,0,363013,4932,438420,80339
Sanity -> Z-score -> IF (50/50),new_prices,currency_swap,0.0,0.0,0.0,0.9371835572949452,0.06281644270505488,1.0,0.0,0,27543,4884,410925,4884,438468,27543
Sanity -> Z-score -> IF (50/50),new_prices,decimal_shift,0.12079294194532186,0.6738910269394369,0.20486453201970445,0.9447646636178051,0.05523533638219495,0.3261089730605631,0.7979150514819823,3327,24216,1610,414199,4937,438415,27543
Sanity -> Z-score -> IF (50/50),new_prices,extreme_outlier,0.12209998910794032,0.6784345370183579,0.20695384615384618,0.9448442614537118,0.05515573854628816,0.3215654629816421,0.8006341106109589,3363,24180,1594,414215,4957,438395,27543
Sanity -> Z-score -> IF (50/50),new_prices,list_price_violation,0.0,0.0,0.0,0.937177539653214,0.062822460346786,1.0,0.0,0,27543,4926,410883,4926,438426,27543
Sanity -> Z-score -> IF (50/50),new_prices,negative_price,0.0,0.0,0.0,0.9371659309448037,0.06283406905519624,1.0,0.0,0,27543,5007,410802,5007,438345,27543
Sanity -> Z-score -> IF (50/50),new_prices,price_drop,0.10597974076897941,0.5975435005117707,0.18002960404588625,0.9438406995281287,0.056159300471871315,0.40245649948822926,0.7509899303729154,2919,24624,1966,413843,4885,438467,27543
Sanity -> Z-score -> IF (50/50),new_prices,price_noise,0.04850597247939585,0.27523691800576844,0.08247677254066733,0.940234619086062,0.059765380913938036,0.7247630819942316,0.5087113904362427,1336,26207,3518,412291,4854,438498,27543
Sanity -> Z-score -> IF (50/50),new_prices,price_spike,0.12191845477979886,0.6779729456894811,0.20667159034958146,0.944833359565145,0.05516664043485501,0.32202705431051887,0.8003570802898354,3358,24185,1595,414214,4953,438399,27543
Sanity -> Z-score -> IF (50/50),new_prices,zero_price,0.0,0.0,0.0,0.9371766798959902,0.06282332010400986,1.0,0.0,0,27543,4932,410877,4932,438420,27543
Z-score,new_prices,currency_swap,0.06397058823529411,0.6947174447174447,0.11715351149782474,0.8867716686280412,0.11322833137195873,0.30528255528255527,0.7848921885692948,3393,49647,1491,388821,4884,438468,53040
Z-score,new_prices,decimal_shift,0.06274509803921569,0.6740935790966174,0.11480414647187677,0.8866097191017643,0.11339028089823569,0.3259064209033826,0.773083384125642,3328,49712,1609,388703,4937,438415,53040
Z-score,new_prices,extreme_outlier,0.06436651583710407,0.6887230179544079,0.11773022742555649,0.8868007162490448,0.11319928375095518,0.31127698204559207,0.7815113982656764,3414,49626,1543,388769,4957,438395,53040
Z-score,new_prices,list_price_violation,0.04551282051282051,0.49005278116118556,0.08329020460269815,0.8845278336595002,0.11547216634049988,0.5099472188388144,0.6583808357624913,2414,50626,2512,387800,4926,438426,53040
Z-score,new_prices,negative_price,0.06363122171945701,0.6740563211503895,0.11628507933226521,0.8866988331109058,0.11330116688909421,0.32594367884961056,0.7731008688490011,3375,49665,1632,388680,5007,438345,53040
Z-score,new_prices,price_drop,0.05727752639517345,0.6219037871033777,0.10489425981873111,0.8859617713533744,0.11403822864662563,0.3780962128966223,0.7422822784045705,3038,50002,1847,388465,4885,438467,53040
Z-score,new_prices,price_noise,0.03125942684766214,0.3415739596209312,0.0572770926175424,0.8828227266715013,0.11717727332849864,0.6584260403790688,0.549135005615679,1658,51382,3196,387116,4854,438498,53040
Z-score,new_prices,price_spike,0.06370663650075414,0.6822128003230366,0.11653130550238822,0.88672191314305,0.11327808685694994,0.31778719967696345,0.7777744142571936,3379,49661,1574,388738,4953,438399,53040
Z-score,new_prices,zero_price,0.06251885369532428,0.6723438767234388,0.11440005519906161,0.8865836412572419,0.11341635874275809,0.32765612327656124,0.772068055551113,3316,49724,1616,388696,4932,438420,53040
IF,new_products,currency_swap,0.04399151939841533,0.6545315924902316,0.08244205168833352,0.8396723688804146,0.16032763111958537,0.3454684075097684,0.741344786704097,6868,149253,3625,781672,10493,930925,156121
IF,new_products,decimal_shift,0.04663690342746972,0.6885106382978723,0.08735662523395882,0.8401019291115688,0.15989807088843125,0.31148936170212765,0.7605387008219109,7281,148840,3294,782003,10575,930843,156121
IF,new_products,extreme_outlier,0.05317670268573735,0.7964313123561013,0.09969677864841335,0.841224540652249,0.1587754593477509,0.20356868764389868,0.8185215726526878,8302,147819,2122,783175,10424,930994,156121
IF,new_products,list_price_violation,0.014066012900250446,0.20994263862332696,0.026365551893673348,0.8346595657376595,0.16534043426234052,0.790057361376673,0.41860557997136694,2196,153925,8264,777033,10460,930958,156121
IF,new_products,negative_price,0.039469385925019695,0.592329135826204,0.07400735029184982,0.838929555377733,0.1610704446222671,0.407670864173796,0.7049272434485377,6162,149959,4241,781056,10403,931015,156121
IF,new_products,price_drop,0.033595736640170126,0.49795879616443556,0.06294478380356908,0.8379219774730499,0.16207802252695017,0.5020412038355644,0.6459493936696614,5245,150876,5288,780009,10533,930885,156121
IF,new_products,price_noise,0.011004285137809777,0.16323040380047507,0.02061855670103093,0.8341345353332767,0.16586546466672325,0.836769596199525,0.3689933834452488,1718,154403,8807,776490,10525,930893,156121
IF,new_products,price_spike,0.040423773867705175,0.6069436430082709,0.07579915805403588,0.8390904599256729,0.1609095400743271,0.3930563569917292,0.7136389987667248,6311,149810,4087,781210,10398,931020,156121
IF,new_products,zero_price,0.04025723637435066,0.6084220716360116,0.07551771992958889,0.8390742872854123,0.16092571271458767,0.39157792836398836,0.7145007460644814,6285,149836,4045,781252,10330,931088,156121
IF -> Z-score (50/50),new_products,currency_swap,0.08511683694851081,0.5613265986848375,0.14781910354866235,0.9319934473776083,0.0680065526223917,0.43867340131516247,0.723292964028428,5890,63309,4603,867616,10493,930925,69199
IF -> Z-score (50/50),new_products,decimal_shift,0.07596930591482536,0.49711583924349884,0.13179732745004638,0.931307427783203,0.06869257221679703,0.5028841607565012,0.6804172789958756,5257,63942,5318,866901,10575,930843,69199
IF -> Z-score (50/50),new_products,extreme_outlier,0.0804057862107834,0.5337682271680737,0.1397586124612235,0.9316483242641735,0.06835167573582644,0.46623177283192635,0.7051838585692348,5564,63635,4860,867359,10424,930994,69199
IF -> Z-score (50/50),new_products,list_price_violation,0.017760372259714736,0.11749521988527725,0.030856525941827032,0.9269891874821421,0.07301081251785795,0.8825047801147228,0.3300254511617078,1229,67970,9231,862988,10460,930958,69199
IF -> Z-score (50/50),new_products,negative_price,0.05924941111865779,0.3941170816110737,0.10301248712343912,0.9300773886564663,0.06992261134353367,0.6058829183889263,0.6054414803180691,4100,65099,6303,865916,10403,931015,69199
IF -> Z-score (50/50),new_products,price_drop,0.048035376233760606,0.31557960694958703,0.08337932072442684,0.9292340084972902,0.07076599150270979,0.684420393050413,0.5415231326229417,3324,65875,7209,865010,10533,930885,69199
IF -> Z-score (50/50),new_products,price_noise,0.01823725776384052,0.11990498812351544,0.03165922432391751,0.9270195393025836,0.07298046069741636,0.8800950118764845,0.33339806065774147,1262,67937,9263,862956,10525,930893,69199
IF -> Z-score (50/50),new_products,price_spike,0.07394615529126143,0.4921138680515484,0.1285726849001847,0.9311701144980774,0.06882988550192262,0.5078861319484517,0.6769355411408475,5117,64082,5281,866938,10398,931020,69199
IF -> Z-score (50/50),new_products,zero_price,0.05563664214800792,0.3727008712487899,0.09682002791434571,0.9298143677074562,0.07018563229254378,0.6272991287512101,0.5886787111355494,3850,65349,6480,865739,10330,931088,69199
Sanity,new_products,currency_swap,0.25060902794363504,1.0,0.4007791761358211,0.9662948142976072,0.03370518570239278,0.0,0.9830029574205803,10493,31377,0,899548,10493,930925,41870
Sanity,new_products,decimal_shift,0.0,0.0,0.0,0.9550192674811971,0.04498073251880285,1.0,0.0,0,41870,10575,888973,10575,930843,41870
Sanity,new_products,extreme_outlier,0.004394554573680439,0.017651573292402148,0.007037136191532489,0.9552242012300831,0.044775798769916886,0.9823484267075978,0.12985072197985312,184,41686,10240,889308,10424,930994,41870
Sanity,new_products,list_price_violation,0.249820874134225,1.0,0.3997706860309574,0.9662605617009575,0.03373943829904249,0.0,0.9829855348381061,10460,31410,0,899548,10460,930958,41870
Sanity,new_products,negative_price,0.24845951755433485,1.0,0.3980257494308725,0.9662014038441915,0.03379859615580844,0.0,0.9829554434684166,10403,31467,0,899548,10403,931015,41870
Sanity,new_products,price_drop,0.0,0.0,0.0,0.9550212969378602,0.044978703062139795,1.0,0.0,0,41870,10533,889015,10533,930885,41870
Sanity,new_products,price_noise,0.0,0.0,0.0,0.955021683480271,0.0449783165197289,1.0,0.0,0,41870,10525,889023,10525,930893,41870
Sanity,new_products,price_spike,0.0,0.0,0.0,0.9550278189512578,0.04497218104874224,1.0,0.0,0,41870,10398,889150,10398,931020,41870
Sanity,new_products,zero_price,0.24671602579412466,1.0,0.3957854406130268,0.966125650851477,0.03387434914852302,0.0,0.982916909434097,10330,31540,0,899548,10330,931088,41870
Sanity -> IF,new_products,currency_swap,0.07161333033039181,1.0,0.13365516889998472,0.85387652066493,0.14612347933506994,0.0,0.9240543926982492,10493,136030,0,794895,10493,930925,146523
Sanity -> IF,new_products,decimal_shift,0.04481207728479488,0.6208983451536643,0.08359113419648882,0.8496448917808911,0.1503551082191089,0.3791016548463357,0.7263216279824107,6566,139957,4009,790886,10575,930843,146523
Sanity -> IF,new_products,extreme_outlier,0.053663929894965295,0.7543169608595549,0.10019943038095662,0.8510624128619518,0.14893758713804814,0.24568303914044512,0.8012308111723034,7863,138660,2561,792334,10424,930994,146523
Sanity -> IF,new_products,list_price_violation,0.07138810971656327,1.0,0.13326283737729563,0.8538462529995983,0.14615374700040173,0.0,0.9240380149104247,10460,136063,0,794895,10460,930958,146523
Sanity -> IF,new_products,negative_price,0.0709990922926776,1.0,0.132584785185374,0.8537939775406411,0.14620602245935888,0.0,0.9240097280551981,10403,136120,0,794895,10403,931015,146523
Sanity -> IF,new_products,price_drop,0.03219972291039632,0.4479255672647869,0.06008048084759576,0.8476664679310548,0.15233353206894515,0.5520744327352132,0.6161911095588414,4718,141805,5815,789080,10533,930885,146523
Sanity -> IF,new_products,price_noise,0.009691311261713178,0.134916864608076,0.018083643217360296,0.8441249423940238,0.1558750576059762,0.8650831353919239,0.3374710218156138,1420,145103,9105,785790,10525,930893,146523
Sanity -> IF,new_products,price_spike,0.03817830647748135,0.5379880746297365,0.07129702206842933,0.8486294601619729,0.15137053983802712,0.46201192537026353,0.6756867094642401,5594,140929,4804,790091,10398,931020,146523
Sanity -> IF,new_products,zero_price,0.07050087699542051,1.0,0.13171568283679624,0.8537270376162082,0.14627296238379187,0.0,0.9239735048237088,10330,136193,0,794895,10330,931088,146523
Sanity -> Z-score,new_products,currency_swap,0.09592986048892871,1.0,0.17506569343065692,0.89377339742729,0.10622660257270994,0.0,0.9453958945475118,10493,98889,0,832036,10493,930925,109382
Sanity -> Z-score,new_products,decimal_shift,0.04049112285385164,0.41881796690307327,0.07384312712055152,0.8872495146872243,0.11275048531277562,0.5811820330969267,0.6095867763305252,4429,104953,6146,825890,10575,930843,109382
Sanity -> Z-score,new_products,extreme_outlier,0.042794975407288216,0.4490598618572525,0.07814299784651854,0.8875384803768875,0.1124615196231125,0.5509401381427476,0.6313144283089378,4681,104701,5743,826293,10424,930994,109382
Sanity -> Z-score,new_products,list_price_violation,0.09562816551169297,1.0,0.17456317484688172,0.8937417155231493,0.10625828447685073,0.0,0.9453791385064244,10460,98922,0,832036,10460,930958,109382
Sanity -> Z-score,new_products,negative_price,0.09510705600555851,1.0,0.17369453604374507,0.8936869975242074,0.10631300247579255,0.0,0.945350198352022,10403,98979,0,832036,10403,931015,109382
Sanity -> Z-score,new_products,price_drop,0.031815106690314676,0.33039020222158927,0.058041112454655375,0.8862351418274008,0.1137648581725992,0.6696097977784107,0.5411131191573845,3480,105902,7053,824983,10533,930885,109382
Sanity -> Z-score,new_products,price_noise,0.01606297196979393,0.16693586698337293,0.029306045518610255,0.884385208611516,0.11561479138848396,0.8330641330166271,0.3842337980277562,1757,107625,8768,823268,10525,930893,109382
Sanity -> Z-score,new_products,price_spike,0.042109305004479715,0.44296980188497787,0.07690766405075972,0.8874610642091469,0.11253893579085304,0.5570301981150221,0.6269915882955348,4606,104776,5792,826244,10398,931020,109382
Sanity -> Z-score,new_products,zero_price,0.09443967014682489,1.0,0.17258086073242448,0.8936169298712904,0.10638307012870964,0.0,0.9453131385267478,10330,99052,0,832036,10330,931088,109382
Sanity -> Z-score (>=10) -> IF,new_products,currency_swap,0.06720466263169693,1.0,0.1259452192908755,0.8435513064962269,0.15644869350377313,0.0,0.9184504921312998,10493,145642,0,785283,10493,930925,156135
Sanity -> Z-score (>=10) -> IF,new_products,decimal_shift,0.04205335126653217,0.6208983451536643,0.0787715194049547,0.839318768041442,0.160681231958558,0.3791016548463357,0.7218944757603728,6566,149569,4009,781274,10575,930843,156135
Sanity -> Z-score (>=10) -> IF,new_products,extreme_outlier,0.050360265155154196,0.7543169608595549,0.09441699337772201,0.8407379639396172,0.15926203606038278,0.24568303914044512,0.7963560170163733,7863,148272,2561,782722,10424,930994,156135
Sanity -> Z-score (>=10) -> IF,new_products,list_price_violation,0.06699330707400647,1.0,0.12557399681863202,0.8435214048324414,0.15647859516755858,0.0,0.9184342136660858,10460,145675,0,785283,10460,930958,156135
Sanity -> Z-score (>=10) -> IF,new_products,negative_price,0.06662823838345022,1.0,0.12493244784974,0.8434697614968609,0.15653023850313905,0.0,0.9184060983556571,10403,145732,0,785283,10403,931015,156135
Sanity -> Z-score (>=10) -> IF,new_products,price_drop,0.03072341243154962,0.45542580461407006,0.057563539491684065,0.8374256755667994,0.16257432443320066,0.5445741953859299,0.6175639740945797,4797,151338,5736,779547,10533,930885,156135
Sanity -> Z-score (>=10) -> IF,new_products,price_noise,0.01108015499407564,0.1643705463182898,0.020760830433217328,0.83413238685864,0.16586761314135998,0.8356294536817103,0.3702793487756692,1730,154405,8795,776488,10525,930893,156135
Sanity -> Z-score (>=10) -> IF,new_products,price_spike,0.03585999295481474,0.5384689363339104,0.06724192802627707,0.8383106700178299,0.1616893299821701,0.46153106366608965,0.6718662477025235,5599,150536,4799,780484,10398,931020,156135
Sanity -> Z-score (>=10) -> IF,new_products,zero_price,0.06616069427098345,1.0,0.12411017330970477,0.8434036310209132,0.15659636897908683,0.0,0.9183700947988851,10330,145805,0,785283,10330,931088,156135
Sanity -> Z-score (>=5) -> IF,new_products,currency_swap,0.06230590638378728,1.0,0.11730313464204267,0.8303644224830142,0.1696355775169858,0.0,0.9112433387866351,10493,157918,0,773007,10493,930925,168411
Sanity -> Z-score (>=5) -> IF,new_products,decimal_shift,0.03898795209339057,0.6208983451536643,0.07336886683874717,0.8261307223667149,0.1738692776332851,0.3791016548463357,0.7162005294595184,6566,161845,4009,768998,10575,930843,168411
Sanity -> Z-score (>=5) -> IF,new_products,extreme_outlier,0.046689349270534586,0.7543169608595549,0.08793580674923812,0.827552057263527,0.17244794273647307,0.24568303914044512,0.7900864210882858,7863,160548,2561,770446,10424,930994,168411
Sanity -> Z-score (>=5) -> IF,new_products,list_price_violation,0.062109957188069664,1.0,0.11695579495837782,0.8303349882594059,0.1696650117405941,0.0,0.9112271880598196,10460,157951,0,773007,10460,930958,168411
Sanity -> Z-score (>=5) -> IF,new_products,negative_price,0.06177149948637559,1.0,0.1163555426308902,0.8302841522424451,0.16971584775755494,0.0,0.9111992933724461,10403,158008,0,773007,10403,931015,168411
Sanity -> Z-score (>=5) -> IF,new_products,price_drop,0.028721401808670454,0.4592233931453527,0.05406160586552217,0.8242811947770132,0.17571880522298672,0.5407766068546473,0.6152472731929866,4837,163574,5696,767311,10533,930885,168411
Sanity -> Z-score (>=5) -> IF,new_products,price_noise,0.012433867146445303,0.19895486935866982,0.023405016318683775,0.8213360719223369,0.17866392807766307,0.8010451306413302,0.40423855690529026,2094,166317,8431,764576,10525,930893,168411
Sanity -> Z-score (>=5) -> IF,new_products,price_spike,0.03325198472783844,0.5385651086747452,0.06263666817665778,0.825126205666903,0.17487379433309702,0.46143489132525484,0.6666214702703295,5600,162811,4798,768209,10398,931020,168411
Sanity -> Z-score (>=5) -> IF,new_products,zero_price,0.061338036114030554,1.0,0.11558623930715392,0.8302190555565102,0.16978094444348976,0.0,0.9111635723384195,10330,158081,0,773007,10330,931088,168411
Sanity -> Z-score -> IF (50/50),new_products,currency_swap,0.0,0.0,0.0,0.9568794478609984,0.04312055213900153,1.0,0.0,0,40142,10493,890783,10493,930925,40142
Sanity -> Z-score -> IF (50/50),new_products,decimal_shift,0.12186737083354093,0.4626004728132388,0.19291361870773116,0.9621311005185622,0.0378688994814378,0.5373995271867612,0.6671448883175293,4892,35250,5683,895593,10575,930843,40142
Sanity -> Z-score -> IF (50/50),new_products,extreme_outlier,0.12590304419311443,0.4848426707597851,0.19989716410236125,0.9623112501262092,0.03768874987379081,0.5151573292402148,0.6830589700848521,5054,35088,5370,895906,10424,930994,40142
Sanity -> Z-score -> IF (50/50),new_products,list_price_violation,0.0,0.0,0.0,0.9568809763705775,0.0431190236294226,1.0,0.0,0,40142,10460,890816,10460,930958,40142
Sanity -> Z-score -> IF (50/50),new_products,negative_price,0.0,0.0,0.0,0.9568836162682663,0.04311638373173365,1.0,0.0,0,40142,10403,890873,10403,931015,40142
Sanity -> Z-score -> IF (50/50),new_products,price_drop,0.06277714114892133,0.23924807747080604,0.09945732609768129,0.9595846962836441,0.04041530371635594,0.760751922529194,0.4791438132296703,2520,37622,8013,893263,10533,930885,40142
Sanity -> Z-score -> IF (50/50),new_products,price_noise,0.02269443475661402,0.08655581947743468,0.03596028973493595,0.9578565957634229,0.042143404236577135,0.9134441805225654,0.2879376019004273,911,39231,9614,891662,10525,930893,40142
Sanity -> Z-score -> IF (50/50),new_products,price_spike,0.11678541178815206,0.4508559338334295,0.18551642263553622,0.9619191854095508,0.03808081459044919,0.5491440661665705,0.6585491421375589,4688,35454,5710,895566,10398,931020,40142
Sanity -> Z-score -> IF (50/50),new_products,zero_price,0.0,0.0,0.0,0.9568869967178183,0.043113003282181706,1.0,0.0,0,40142,10330,890946,10330,931088,40142
Z-score,new_products,currency_swap,0.07264775322212332,0.5366434766034499,0.12797145584291622,0.9227864758170636,0.07721352418293632,0.4633565233965501,0.7037097004767764,5631,71880,4862,859045,10493,930925,77511
Z-score,new_products,decimal_shift,0.062313736114874015,0.45673758865248226,0.10966555411756691,0.9219191635968687,0.07808083640313135,0.5432624113475177,0.6489030248918147,4830,72681,5745,858162,10575,930843,77511
Z-score,new_products,extreme_outlier,0.06463598715021093,0.4806216423637759,0.11394780235401149,0.9221251694425529,0.0778748305574472,0.5193783576362241,0.6657276570809229,5010,72501,5414,858493,10424,930994,77511
Z-score,new_products,list_price_violation,0.017649107868560592,0.13078393881453154,0.031101158336269908,0.918210058885578,0.08178994111442192,0.8692160611854685,0.34653589736155593,1368,76143,9092,854815,10460,930958,77511
Z-score,new_products,negative_price,0.04943814426339487,0.3683552821301548,0.08717610391973975,0.9208616402528423,0.07913835974715767,0.6316447178698452,0.5824124391684752,3832,73679,6571,857336,10403,931015,77511
Z-score,new_products,price_drop,0.04292293996981074,0.3158644260894332,0.07557584843941666,0.9203080939106334,0.07969190608936658,0.6841355739105668,0.5391591489611787,3327,74184,7206,856701,10533,930885,77511
Z-score,new_products,price_noise,0.019481105907548604,0.14346793349168646,0.03430414830296697,0.9183568895673294,0.08164311043267057,0.8565320665083136,0.36298039224464684,1510,76001,9015,854892,10525,930893,77511
Z-score,new_products,price_spike,0.06347486163254248,0.47316791690709753,0.11193393167935024,0.9220306760327383,0.07796932396726171,0.5268320830929025,0.6605114187528128,4920,72591,5478,858429,10398,931020,77511
Z-score,new_products,zero_price,0.04639341512817535,0.3481122942884802,0.08187520633872565,0.9206143780179746,0.07938562198202533,0.6518877057115199,0.566107042251551,3596,73915,6734,857173,10330,931088,77511
