mh_level,scope_id,dataset_name,dataset_granularity,scope_kind,scope_market,detector_combination,test_case_name,precision,recall,f1,true_negative_rate,false_positive_rate,false_negative_rate,g_mean,tp,fp,fn,tn,positive_count,negative_count,predicted_positive_count
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_prices,0.3449367088607595,0.9263456090651558,0.5026902382782474,0.8049010367577757,0.1950989632422243,0.07365439093484419,0.8634909039084067,327.0,621.0,26.0,2562.0,353.0,3183.0,948.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_prices,0.4126984126984127,0.8897338403041825,0.563855421686747,0.8596713021491783,0.14032869785082175,0.11026615969581749,0.8745734097607162,234.0,333.0,29.0,2040.0,263.0,2373.0,567.0
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_prices,0.47701149425287354,0.8972972972972973,0.6228893058161351,0.8906906906906907,0.10930930930930931,0.10270270270270271,0.8939878911286326,166.0,182.0,19.0,1483.0,185.0,1665.0,348.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> IF,new_prices,0.37143503847894976,0.8794212218649518,0.5222788033099937,0.8346630150035723,0.1653369849964277,0.12057877813504823,0.8567498867813909,1641.0,2777.0,225.0,14019.0,1866.0,16796.0,4418.0
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_prices,0.572107765451664,0.8554502369668247,0.6856600189933523,0.9289847448711205,0.07101525512887953,0.14454976303317535,0.891459600957085,722.0,540.0,122.0,7064.0,844.0,7604.0,1262.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_prices,0.5291375291375291,0.8901960784313725,0.6637426900584795,0.9120592076621681,0.08794079233783196,0.10980392156862745,0.901061335291936,454.0,404.0,56.0,4190.0,510.0,4594.0,858.0
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_prices,0.45821325648414984,0.9008498583569405,0.6074498567335244,0.8818724473766887,0.11812755262331134,0.09915014164305949,0.891310646917324,318.0,376.0,35.0,2807.0,353.0,3183.0,694.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_prices,0.4411764705882353,0.9125475285171103,0.5947955390334572,0.8718921196797303,0.1281078803202697,0.08745247148288973,0.8919882280317843,240.0,304.0,23.0,2069.0,263.0,2373.0,544.0
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_prices,0.4119047619047619,0.9351351351351351,0.5719008264462809,0.8516516516516517,0.14834834834834834,0.06486486486486487,0.8924177174145123,173.0,247.0,12.0,1418.0,185.0,1665.0,420.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score,new_prices,0.5567084078711986,0.8338692390139335,0.6676678824286634,0.9262324362943558,0.0737675637056442,0.16613076098606644,0.878838288198003,1556.0,1239.0,310.0,15557.0,1866.0,16796.0,2795.0
mh10,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_prices,0.1926249393498302,0.9407582938388626,0.31977446637132495,0.5623356128353498,0.43766438716465017,0.05924170616113744,0.7273389111657749,794.0,3328.0,50.0,4276.0,844.0,7604.0,4122.0
mh15,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_prices,0.2632441288913162,0.9450980392156862,0.4117898334045279,0.7063561166739225,0.2936438833260775,0.054901960784313725,0.8170531077332309,482.0,1349.0,28.0,3245.0,510.0,4594.0,1831.0
mh20,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_prices,0.2981199641897941,0.943342776203966,0.4530612244897959,0.7536914860194784,0.24630851398052153,0.056657223796033995,0.843201884973526,333.0,784.0,20.0,2399.0,353.0,3183.0,1117.0
mh25,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_prices,0.3166023166023166,0.935361216730038,0.47307692307692306,0.7762326169405815,0.22376738305941846,0.06463878326996197,0.8520903033406048,246.0,531.0,17.0,1842.0,263.0,2373.0,777.0
mh30,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_prices,0.3301707779886148,0.9405405405405406,0.48876404494382025,0.787987987987988,0.212012012012012,0.05945945945945946,0.8608917749413542,174.0,353.0,11.0,1312.0,185.0,1665.0,527.0
mh5,COMPETITOR_1_COUNTRY_1,COMPETITOR_1_COUNTRY_1,competitor,competitor,B2B,Sanity -> Z-score (>=10) -> IF,new_prices,0.34817303653926923,0.8885316184351554,0.5003017501508752,0.8151940938318647,0.18480590616813528,0.11146838156484459,0.8510732797657359,1658.0,3104.0,208.0,13692.0,1866.0,16796.0,4762.0
